Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
72e2ea69-61aa-e781-9164-261feb834341,1974-12-26,,999-51-1588,S99934723,X1808462X,Mr.,Brian582,Daniel959,Lubowitz58,,,D,white,nonhispanic,M,Reading  Massachusetts  US,1003 Parisian Bypass,Duxbury,Massachusetts,Plymouth County,25023,02332,42.04649355202675,-70.69298431783275,118985.58,10683.31,84443
81233c9d-64d5-c607-7133-936184195f60,1931-02-24,,999-21-1623,S99927650,X82690222X,Ms.,Beatris270,Hildegard72,Quitzon246,,,S,white,hispanic,F,Lowell  Massachusetts  US,845 Osinski Skyway,Randolph,Massachusetts,Norfolk County,25021,02368,42.2151724228694,-71.03565709213946,676833.76,669571.58,35298
b8e90317-ef37-447b-fb76-503c061ae755,1987-06-02,,999-38-3930,S99971887,X61396357X,Mr.,Lucius907,Courtney281,Wuckert783,,,S,white,hispanic,M,Shutesbury  Massachusetts  US,216 Bashirian Track Unit 16,Lynn,Massachusetts,Essex County,25009,01904,42.51240019430353,-70.99770867547998,156347.13,6420.10,96584
7ebca066-d96a-aab8-f858-6d712317f165,1950-09-08,,999-64-7414,S99921264,X48741361X,Mrs.,Deetta949,,Becker968,,Hermiston71,M,white,hispanic,F,Lunenburg  Massachusetts  US,917 Veum Lock,Chelmsford,Massachusetts,Middlesex County,,00000,42.58016313993572,-71.41937990928847,21746.80,1606465.66,12696
a1e82fd4-7e01-c61a-9fad-534807f8d30d,1930-06-01,,999-56-8551,S99967524,X33870081X,Mr.,Brock407,Blake449,Mante251,,,M,white,nonhispanic,M,Westborough  Massachusetts  US,938 Beier Rapid,Attleboro,Massachusetts,Bristol County,44007,02861,41.888369406228726,-71.25167289505421,374456.59,911474.67,70229
1a85bf23-fa4e-8913-e475-29a94171c0b8,2017-02-19,,999-65-4951,,,,Britt177,Stanford577,Hamill307,,,,white,nonhispanic,M,Foxborough  Massachusetts  US,582 Dickens Throughway,Salem,Massachusetts,Essex County,25009,01970,42.56023380143315,-70.88541718721413,3395.86,33203.30,9820
c2da71f8-84e7-de31-d2fd-57a08f9bd1cb,1952-08-15,,999-28-7790,S99939406,X20090024X,Mr.,Jonathan639,Charley358,Weissnat378,,,M,white,nonhispanic,M,South Yarmouth  Massachusetts  US,492 Douglas Stravenue,Lawrence,Massachusetts,Essex County,25009,01843,42.68089429845674,-71.18025894575257,207111.51,245761.26,113509
d33165cc-c6d7-d623-bb05-2350db2645e6,1950-02-13,,999-35-2931,S99935958,X61945797X,Mr.,Antone63,Foster87,Okuneva707,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,398 Johnston Bridge Apt 27,Orange,Massachusetts,Franklin County,25011,01364,42.59897145149168,-72.33499932177874,13856.75,344630.39,19129
c441e838-5bb5-5111-de78-e7a88e5656e8,2019-09-27,,999-67-5270,,,,Jaleesa813,Lorretta561,Ratke343,,,,white,nonhispanic,F,Taunton  Massachusetts  US,255 Schowalter Trafficway,Stoughton,Massachusetts,Norfolk County,,00000,42.12577352551693,-71.0933175306025,20046.40,448.40,520626
6262065d-6e5c-8b3b-5294-48f0b68d49e3,1969-10-31,1971-09-26,999-12-2285,,,,Santiago500,Benito209,Gottlieb798,,,,white,nonhispanic,M,Boston  Massachusetts  US,928 Braun Ramp Suite 38,East Harwich,Massachusetts,Barnstable County,25001,02645,41.74122679050725,-70.00927265031882,594.26,21752.27,18820
95e6913d-f21e-8b8a-079c-63ce17b14d28,1986-08-21,,999-52-2458,S99968021,X18230785X,Mrs.,Loreen513,,Corkery305,,Bayer639,M,white,nonhispanic,F,Westfield  Massachusetts  US,145 Schamberger Trail Unit 89,New Bedford,Massachusetts,Bristol County,25005,02747,41.72278262136228,-70.97826564167778,10668.17,282850.59,23060
a04c6966-f2d9-adb6-0815-17494e1194cf,1989-04-17,,999-79-9384,S99940853,X25594098X,Mr.,Maynard46,Pablo44,Beahan375,,,M,asian,nonhispanic,M,Lowell  Massachusetts  US,115 Koepp Bay Suite 69,Cochituate,Massachusetts,Middlesex County,,00000,42.353992777002375,-71.31931693481795,78240.94,396.62,837732
e97dfaed-0c1f-6d77-c821-095976661817,1979-12-29,,999-44-6242,S99944133,X70023934X,Mrs.,Irish781,Rocio28,Crist667,,Lehner980,M,white,nonhispanic,F,Boston  Massachusetts  US,494 Marvin Gateway Apt 67,Norfolk,Massachusetts,Norfolk County,,00000,42.1281540839108,-71.36274901390709,14402.69,783797.74,5726
37033ee8-45c5-f56e-6799-a642c7614297,1947-03-20,1961-06-19,999-88-8747,,,,Wan724,Adrienne302,Hayes766,,,,white,hispanic,F,Ludlow  Massachusetts  US,359 Toy Hollow Unit 22,Chicopee,Massachusetts,Hampden County,25013,01020,42.1614615364244,-72.55747132337201,39135.69,15357.35,63289
4ceb2e24-2864-24af-f2ae-c765a9eb687c,1987-04-07,2011-05-13,999-61-7277,S99942522,X76154776X,Mr.,Waldo53,Mckinley734,Kihn564,,,,asian,nonhispanic,M,Cantho  Cần Thơ  VN,860 Hintz Spur Suite 7,Arlington,Massachusetts,Middlesex County,25017,02476,42.37686681035332,-71.156688110786,5270.70,44472.58,6416
4464ff6d-d421-c87b-5b0d-b179f479ed33,1961-02-21,,999-81-4534,S99943435,X61772703X,Mrs.,Gussie514,Clelia416,Hansen121,,Runte676,M,white,nonhispanic,F,Pepperell  Massachusetts  US,150 Johnston Drive Unit 4,Chicopee,Massachusetts,Hampden County,25013,01013,42.220840753280896,-72.52742997581616,975264.11,498912.35,49933
3cbcc1de-98f9-1614-e998-1bc8a529398d,1971-05-05,,999-14-8712,S99994804,X32072142X,Ms.,Molly175,,Friesen796,,,S,white,nonhispanic,F,Peabody  Massachusetts  US,910 Walter Branch Unit 56,Medford,Massachusetts,Middlesex County,25017,02145,42.37963562716248,-71.06692615133491,287385.95,35354.50,89189
91b2e027-98d8-89a7-ab22-1abfc3b00e1e,1969-10-31,2025-07-24,999-52-2577,S99959119,X15030496X,Mr.,Donn979,Quinton758,Witting912,,,D,white,nonhispanic,M,Millville  Massachusetts  US,813 Farrell Passage Suite 17,East Harwich,Massachusetts,Barnstable County,25001,02645,41.74816838200893,-70.09829561778797,11025.15,251373.40,18820
a956f194-f182-12b8-d9d3-eff9ca85607d,1966-06-17,2019-12-21,999-72-8470,S99945416,X85664712X,Mrs.,Carrie738,,Ruecker817,,MacGyver246,M,white,nonhispanic,F,Boston  Massachusetts  US,295 Kiehn Ville,Acton,Massachusetts,Middlesex County,,00000,42.44164676086769,-71.48570430216797,199526.72,1075116.94,451068
0e10a9ca-dba8-0c95-b9da-86b283f952a2,1960-02-17,,999-89-7907,S99978603,X16744759X,Ms.,Tamekia382,Carlota980,Gaylord332,,,S,white,nonhispanic,F,Methuen  Massachusetts  US,1007 Bradtke Quay Suite 54,Northbridge,Massachusetts,Worcester County,,00000,42.11985546326813,-71.61766875210269,680810.73,124179.59,37700
c8174ef3-5c1a-697a-abdc-79428f6aa4c4,1947-03-20,,999-19-2499,S99934337,X13551465X,Mrs.,Dannie881,,Christiansen251,,Murray856,M,white,hispanic,F,Dartmouth  Massachusetts  US,902 Eichmann Throughway,Chicopee,Massachusetts,Hampden County,25013,01013,42.151243810076465,-72.56332773162951,423762.45,114880.24,63289
9cba0911-0a1c-2e13-dac1-e95701fbb358,1961-03-25,,999-16-3140,S99998994,X70945284X,Mr.,Donny470,Matt836,Simonis280,,,M,white,nonhispanic,M,Palermo  Sicily  IT,220 Bechtelar Station,Lynn,Massachusetts,Essex County,25009,01940,42.472430518381245,-70.8980124632093,195137.44,176186.63,80769
98fc1ff5-ed53-e0ac-07c8-8b7db2511c94,1999-01-27,,999-60-8970,S99938865,X82897167X,Ms.,Corrie32,Margret280,Flatley871,,,,black,nonhispanic,F,Winchester  Massachusetts  US,187 Yundt Underpass Unit 78,Ludlow,Massachusetts,Hampden County,,00000,42.1907258018714,-72.41152836851084,94756.10,325971.29,66907
f4c4c3ab-1ec5-7322-9faa-a1890e2b284a,2009-02-05,,999-34-3533,S99960800,,,Shonta375,Serena400,Mayer370,,,,white,hispanic,F,Wakefield  Massachusetts  US,605 Yundt Rue,Boston,Massachusetts,Suffolk County,25025,02132,42.36068658891035,-71.08574832819077,3216.96,62242.76,24826
bab9ea9f-a4cb-83a1-bb6f-767a65d58a40,1987-04-07,,999-83-7502,S99924927,X10961530X,Mr.,Nicolas769,Dario75,Schultz619,MD,,M,asian,nonhispanic,M,Hanoi  Hà Đông  VN,492 Rutherford Fork Suite 11,Arlington,Massachusetts,Middlesex County,25017,02476,42.406863398968135,-71.1673240803089,6920.01,89660.66,6416
16e1143f-036c-9e26-b622-ba6756d98291,1974-11-22,,999-26-9436,S99936075,X25733624X,Mrs.,Ella812,Palma671,Hilpert278,,Hansen121,M,white,nonhispanic,F,Amherst  Massachusetts  US,1023 Streich Knoll,Framingham,Massachusetts,Middlesex County,25017,01702,42.28667203494327,-71.48533062327287,241037.49,887728.14,32133
d231e166-c288-c14b-16d0-0d21f7e1e560,1992-05-14,,999-52-9648,S99974659,X72710092X,Mr.,Armando772,,Carrion142,,,M,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,730 Kuvalis Green Unit 79,Beverly,Massachusetts,Essex County,25009,01915,42.60287755662815,-70.87270090800526,31064.68,74793.30,23907
9934b615-a055-6787-4f02-34179b0ca0fe,1981-07-09,,999-62-9225,S99953969,X36044441X,Mrs.,Edith654,Susann104,Armstrong51,,Corwin846,D,white,hispanic,F,Dartmouth  Massachusetts  US,546 Botsford Run Unit 19,Beverly,Massachusetts,Essex County,25009,01915,42.60153082178517,-70.8484055449177,15539.49,912970.75,6661
52d6afe6-a5ff-eac8-4df5-b6b9270cc2cb,1969-10-31,,999-30-3265,S99923738,X5560980X,Mr.,Cletus494,Luis923,Goodwin327,,,M,white,nonhispanic,M,Scituate  Massachusetts  US,949 Block Ramp Apt 61,East Harwich,Massachusetts,Barnstable County,25001,02645,41.754409616703626,-70.08698835830414,21170.41,180705.52,18820
3b4724e6-e8c5-e2f2-87d1-5c797a773d98,1982-04-09,,999-40-4345,S99936016,X47715062X,Ms.,Chanell45,Alona471,Bashirian201,,,S,white,nonhispanic,F,Barre  Massachusetts  US,336 Weissnat Throughway Apt 95,Lancaster,Massachusetts,Worcester County,,00000,42.48850856535411,-71.69950873743483,608330.58,634904.77,58564
dee5dacc-8913-736f-f3fc-a8fc263599a8,1963-08-09,2024-06-19,999-72-4545,S99984277,X71031909X,Mr.,Julio César525,,Adorno791,,,M,white,hispanic,M,Marigot  Saint Andrew Parish  DM,670 Streich Annex Suite 64,Worcester,Massachusetts,Worcester County,25027,01545,42.25147156742915,-71.8600961626894,227874.89,116659.95,132981
e99cdd5b-48d0-8eaa-5aa2-63b3803c8de9,1966-06-17,,999-12-6884,S99947959,X31761307X,Ms.,Chris95,Magnolia736,White193,,,S,white,nonhispanic,F,Amherst  Massachusetts  US,190 Paucek Dale,Acton,Massachusetts,Middlesex County,,00000,42.44990650832538,-71.40831958355574,389087.64,627574.04,451068
c7820b1a-cd47-fa39-b98e-6e449c1d8eb4,1963-08-09,,999-99-4959,S99990572,X61202533X,Mr.,Esteban536,,Cerda549,,,W,white,hispanic,M,Carolina  Puerto Rico  PR,406 Langosh Trail Suite 94,Worcester,Massachusetts,Worcester County,25027,01607,42.401921614398546,-71.78611790869574,187032.69,47981.99,132981
4856e544-58c4-6dbe-272a-98b6cd8b8a1a,1967-08-25,,999-20-2594,S99927553,X73641570X,Mrs.,Kera17,Shoshana283,Leannon79,,Flatley871,M,hawaiian,nonhispanic,F,Lowell  Massachusetts  US,140 Yost Walk Apt 68,Sudbury,Massachusetts,Middlesex County,,00000,42.42033157361031,-71.41990105420206,46575.99,1976266.51,17216
5d51e83f-a9ca-5610-abd6-01e7041ef8fb,1948-03-07,2015-03-06,999-60-6867,S99988510,X12064659X,Mr.,Freeman822,Neal874,Reinger292,,,M,white,nonhispanic,M,Berlin  Berlin  DE,1007 Volkman Tunnel Unit 41,Fall River,Massachusetts,Bristol County,25005,02724,41.676423702095114,-71.11584014190638,467777.39,1943013.43,63237
4d71ec01-d174-04c0-d1e9-f72119fc0b01,1969-03-24,2024-07-29,999-60-7605,S99992291,X48709502X,Mr.,Isaias604,Cyril535,Cole117,,,M,black,nonhispanic,M,Groveland  Massachusetts  US,952 Spencer Park,Saugus,Massachusetts,Essex County,25009,01906,42.427837918125334,-70.98165414228765,194065.30,539273.15,44886
92787189-039f-ca80-a054-b0fbfa85c9b1,1948-03-07,2021-03-16,999-30-3608,S99927283,X27140916X,Mr.,Rory188,Keneth579,Marks830,,,M,white,nonhispanic,M,Munich  Bavaria  DE,907 Heidenreich Common,Fall River,Massachusetts,Bristol County,25005,02747,41.651925330336276,-71.18091585313033,118247.14,236467.78,63237
16f56323-f6a0-37be-24b7-c608cf343478,1969-03-24,,999-41-2667,S99922371,X39465769X,Mr.,Levi940,Harlan808,Eichmann909,,,M,black,nonhispanic,M,Fall River  Massachusetts  US,110 Grimes Port,Saugus,Massachusetts,Essex County,25009,01906,42.44182532677882,-71.0286368853012,176795.67,36396.12,44886
ffc12073-cef9-8e4e-aad3-438d134cb522,1948-03-07,,999-32-5099,S99996430,X52346370X,Mr.,Francesco636,,Erdman779,,,S,white,nonhispanic,M,Hamburg  Hamburg  DE,236 Cronin Divide Suite 76,Fall River,Massachusetts,Bristol County,25005,02724,41.69715554244511,-71.09960372553525,158756.43,329915.62,63237
